ChapterNum,Title,Title,Para,Para
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Strategic Goods and Services: BIS Export Licensing and Sanctions Manual Risk assessment and offence action about the control of export and transhipment of goods and services that require export or transhipment licences issued by the Department for Business, Innovation and Skills.","Statutory Payments Manual How HMRC administers statutory payments, including Statutory Sick Pay, Statutory Maternity Pay, Statutory Paternity Pay and Statutory Adoption Pay."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Tax Compliance Risk Management  This guidance is for Large Business customer relationship managers and their customers and explains HMRC’s approach to working with large business customers to manage their tax compliance risk.,Strategic Goods and Services: assessment of risk and offence action Manual Risk assessment and offence action about the control of export and transhipment of goods that require licences issued by the Department for International Trade.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Tax Credit Technical Manual A guide to the law relating to Child Tax Credits and Working Tax Credits including entitlement, changes in circumstances and how payments are made.","Strategic Goods and Services: BIS Export Licensing and Sanctions Manual Risk assessment and offence action about the control of export and transhipment of goods and services that require export or transhipment licences issued by the Department for Business, Innovation and Skills."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Tax Credits Manual How HMRC handles Child Tax Credit and Working Tax Credit cases.,Tax Compliance Risk Management  This guidance is for Large Business customer relationship managers and their customers and explains HMRC’s approach to working with large business customers to manage their tax compliance risk.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Technical Teams Operational Guidance Manual Guidance on the Technical Teams Operational Guidance Manual.,"Tax Credit Technical Manual A guide to the law relating to Child Tax Credits and Working Tax Credits including entitlement, changes in circumstances and how payments are made."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Television Production Company Manual Guidance on the regime for the taxation of Television Production Companies and a new relief for the television industry, Television Tax Relief.",Tax Credits Manual How HMRC handles Child Tax Credit and Working Tax Credit cases.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Temporary storage and approved depositories Guidance on the approval and control of temporary storage premises situated within and outside the approved area of a sea or airport.,Technical Teams Operational Guidance Manual Guidance on the Technical Teams Operational Guidance Manual.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Theatre Tax Relief Manual Guidance on specific rules for relief for theatrical production companies.,"Television Production Company Manual Guidance on the regime for the taxation of Television Production Companies and a new relief for the television industry, Television Tax Relief."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Tobacco: control of supply chains The role of HMRC to ensure that tobacco manufacturers comply with their legal duty not to facilitate smuggling.,Temporary storage and approved depositories Guidance on the approval and control of temporary storage premises situated within and outside the approved area of a sea or airport.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Tobacco Products Duty Manual,Theatre Tax Relief Manual Guidance on specific rules for relief for theatrical production companies.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Tonnage Tax Manual A definition of tonnage tax, which types of ship qualify, how the tax is worked out and the rules it follows.",Tobacco: Anti-smuggling or the duty to avoid facilitating smuggling The role of HMRC is to ensure that tobacco manufacturers comply with their legal duty not to facilitate smuggling.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,"Trusts An introduction to trusts, their income and gains and how HMRC treats them for tax purposes.",Tobacco Products Duty Manual
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,No manuals.,Tobacco Products Manufacturing Machinery Licensing Scheme
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,VAT Manuals A link to an A to Z listing of all manuals about VAT.,"Tonnage Tax Manual A definition of tonnage tax, which types of ship qualify, how the tax is worked out and the rules it follows."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Venture Capital Schemes Manual A definition of the different types of venture capital schemes and how they work.,"Trusts An introduction to trusts, their income and gains and how HMRC treats them for tax purposes."
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Video Games Development Company Manual The legislation on video game development provides specific rules for relief on video games in addition to rules for calculation of profits and losses of video game developments.,No manuals.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,Wine Manual Guidance to help staff to understand wine and made-wine and to be able to deal with enquiries and carry out effective assurance visits.,VAT Manuals A link to an A to Z listing of all manuals about VAT.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,No manuals.,Venture Capital Schemes Manual A definition of the different types of venture capital schemes and how they work.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,No manuals.,Video Games Development Company Manual The legislation on video game development provides specific rules for relief on video games in addition to rules for calculation of profits and losses of video game developments.
HMRC-MANUALS,HMRC Manuals,HMRC Manuals,No manuals.,Wine Manual Guidance to help staff to understand wine and made-wine and to be able to deal with enquiries and carry out effective assurance visits.
IHTM11222,IHTM11222 Gifts For National Purposes: Procedure,IHTM11222 Gifts For National Purposes: Procedure,there is any question of approval by the Board of a body for the purposes of Sch 3,there is any question of approval by the Treasury of a body for the purposes of Sch 3.
IHTM11224,IHTM11224 Gifts For National Purposes: Qualifying Bodies,IHTM11224 Gifts For National Purposes: Qualifying Bodies,"Any other similar national institution which exists wholly or mainly for the purposes of preserving for the public benefit a collection of scientific, historic or artistic interest and which is approved for the purposes of this para by the Board. Approval has, to date, been given to:","Any other similar national institution which exists wholly or mainly for the purposes of preserving for the public benefit a collection of scientific, historic or artistic interest and which is approved for the purposes of this Schedule by the Treasury. Approval has, to date, been given to:"
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,"an appropriate person, usually the new owner, gives undertakings to","an appropriate person, usually the new owner, gives undertakings to preserve the property, allow reasonable public access and keep any works of art (or other items) in the UK."
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,preserve the property,The exemption is described as conditional because there is normally a tax charge if the undertakings are broken or the property is sold or given away.
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,"allow reasonable public access, and",Under IHTA84/S30 (1) a transfer of value is an exempt transfer to the extent that the value transferred is attributable to property
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,keep any works of art (or other items) in the UK,"which, on a claim being made within 2 years of the date of the charge, is designated by the Board, and"
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,The exemption is described as conditional because there is normally a tax charge if the undertakings are broken or the property is sold or given away.,in respect of which certain undertakings are given.
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,Under IHTA84/S30 (1) a transfer of value is an exempt transfer to the extent that the value transferred is attributable to property,Conditional exemption is not available to the extent to which a transfer of value is exempt under
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,"which, on a claim being made, is designated by the Board, and",IHTA84/S18 (transfers between spouses or civil partners (IHTM11031))
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,in respect of which certain undertakings are given,IHTA84/S23 (gifts to charities (IHTM11101))
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,Conditional exemption is not available to the extent to which a transfer of value is exempt under,"Subject to those exclusions conditional exemption is available on the following transfers, including the termination of an interest in possession in settled property"
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,IHTA84/S18 (transfers between spouses or civil partners (IHTM11031) (IHTM11032)),"transfers on death, including Gifts With Reservation (IHTM14301) within FA86/S102 (3)"
IHTM11260,IHTM11260 Exemptions: Conditional Exemption,IHTM11260 Exemptions: Conditional Exemption,IHTA84/S23 (gifts to charities (IHTM11101)),certain lifetime transfers (IHTM14000).
