ChapterNumber,CharCountDiff,LevDistance,Link,Title,paraChangeCount,textLevTotal
CTM48115,0.0,4.0,View changes,CTM48115 Authorised Investment Funds,0.0,0.0
CTM48120,0.0,3.0,View changes,CTM48120 Authorised Unit Trusts,0.0,0.0
CTM48125,0.0,3.0,View changes,CTM48125 Open-Ended Investment Companies,0.0,0.0
CTM48130,54.0,57.0,View changes,CTM48130 Unauthorised Unit Trusts,0.0,0.0
CTM48160,0.0,3.0,View changes,CTM48160 Criteria Required To Meet The GDO,0.0,0.0
CTM48165,0.0,3.0,View changes,CTM48165 Advance Clearance Procedure,0.0,0.0
CTM48170,0.0,3.0,View changes,CTM48170 What Information Should HMRC Consider To Check That The GDO Has Been Met,0.0,0.0
CTM48205,0.0,3.0,View changes,CTM48205 Introduction,0.0,0.0
CTM48230,0.0,3.0,View changes,CTM48230 Relief For Interest Paid,0.0,0.0
CTM48235,0.0,3.0,View changes,CTM48235 Loan Relationships Rules,0.0,0.0
CTM48245,54.0,57.0,View changes,CTM48245 Groups And Group Relief Claims,0.0,0.0
CTM48255,54.0,56.0,View changes,CTM48255 Distributions,0.0,0.0
CTM48260,0.0,3.0,View changes,CTM48260 Dividend Distributions,0.0,0.0
CTM48265,0.0,3.0,View changes,CTM48265 Interest Distributions,0.0,0.0
CTM48270,54.0,57.0,View changes,CTM48270 Interest Distributions - Qualifying Investments Test,0.0,0.0
CTM48280,0.0,3.0,View changes,CTM48280 Trading Or Investment,0.0,0.0
CTM48282,54.0,57.0,View changes,CTM48282 Trading Or Investment - ‘Investment Transactions’,0.0,0.0
CTM48288,54.0,57.0,View changes,CTM48288 Trading Or Investment - ‘Investment Transactions’ - Units In A Collective Investment Scheme,0.0,0.0
CTM48295,0.0,3.0,View changes,CTM48295 Trading Or Investment - Anti-Avoidance,0.0,0.0
CTM48410,54.0,57.0,View changes,CTM48410 Umbrella Funds Or Companies,0.0,0.0
CTM48440,0.0,3.0,View changes,CTM48440 Treatment Of Manager's Equalisation,0.0,0.0
CTM48445,0.0,3.0,View changes,CTM48445 Close Companies,0.0,0.0
CTM48505,0.0,4.0,View changes,CTM48505 Loan Relationships,0.0,0.0
CTM48515,54.0,57.0,View changes,CTM48515 Dividend Distributions,0.0,0.0
CTM48520,66.0,77.0,View changes,CTM48520 Interest Distributions,1.0,74.0
CTM48530,0.0,3.0,View changes,CTM48530 Financial Traders And Diversely Owned Aifs,0.0,0.0
CTM48535,54.0,57.0,View changes,CTM48535 Financial Traders And Diversely Owned Aifs: Special Rules,0.0,0.0
CTM48560,0.0,4.0,View changes,CTM48560 Interest Distributions,0.0,0.0
CTM48570,0.0,3.0,View changes,CTM48570 Financial Traders And Diversely Owned Aifs,0.0,0.0
CTM48580,29.0,33.0,View changes,"CTM48580 Financial Traders And Diversely Owned Aifs: Meaning Of ""Financial Trader""",0.0,0.0
CTM48605,0.0,2.0,View changes,CTM48605 Introduction,0.0,0.0
CTM48615,0.0,2.0,View changes,CTM48615 Reputable Intermediary Condition,0.0,0.0
CTM48620,0.0,2.0,View changes,CTM48620 Reputable Intermediary Condition - Reasonable Belief,0.0,0.0
CTM48635,0.0,2.0,View changes,CTM48635 Residence Condition: Form R105(AIF),0.0,0.0
CTM48645,54.0,56.0,View changes,CTM48645 Residence Condition - Joint Holdings,0.0,0.0
CTM48705,0.0,2.0,View changes,CTM48705 Introduction,0.0,0.0
CTM48715,0.0,2.0,View changes,CTM48715 Timing And Transitional Arrangements For The Genuine Diversity Of Ownership Condition,0.0,0.0
CTM48720,0.0,3.0,View changes,CTM48720 Consequences Of Breaching The Genuine Diversity Of Ownership Condition,0.0,0.0
CTM48725,54.0,58.0,View changes,CTM48725 The Genuine Diversity Of Ownership Condition And HMRC Enquiry Powers,0.0,0.0
CTM48730,0.0,3.0,View changes,CTM48730 Treatment Of Certain Investors In Periods Up To 31 December 2008,0.0,0.0
CTM48811,0.0,3.0,View changes,CTM48811 Introduction,0.0,0.0
CTM48812,0.0,3.0,View changes,CTM48812 Overview Of Conditions,0.0,0.0
CTM48813,0.0,3.0,View changes,CTM48813 The Property Investment Business Condition,0.0,0.0
CTM48816,0.0,3.0,View changes,CTM48816 The Genuine Diversity Of Ownership Condition,0.0,0.0
CTM48817,0.0,4.0,View changes,CTM48817 The Corporate Ownership Condition,0.0,0.0
CTM48818,0.0,3.0,View changes,CTM48818 The Loan Creditor Condition,0.0,0.0
CTM48821,0.0,4.0,View changes,CTM48821 Overview Of Process For Entry,0.0,0.0
CTM48822,0.0,3.0,View changes,CTM48822 Giving Notice To Enter,0.0,0.0
CTM48826,0.0,3.0,View changes,CTM48826 Effects Of Entry Into The Property AIF Regime,0.0,0.0
CTM48827,29.0,33.0,View changes,CTM48827 VAT Implications,0.0,0.0
CTM48839,0.0,4.0,View changes,CTM48839 Attribution Of Distributions,0.0,0.0
CTM48843,29.0,33.0,View changes,CTM48843 Company Tax Return,0.0,0.0
CTM48851,0.0,3.0,View changes,CTM48851 Introduction,0.0,0.0
CTM48855,54.0,58.0,View changes,CTM48855 Participants Within The Charge To Income Tax - PAIF Distributions (Interest),0.0,0.0
CTM48861,0.0,3.0,View changes,CTM48861 Deducting And Accounting For Tax From Distributions: Contents,0.0,0.0
CTM48864,54.0,56.0,View changes,CTM48864 The Reasonable Belief Test With Respect To Gross Payments,0.0,0.0
CTM48870,54.0,57.0,View changes,CTM48870 Funds: Breaches Of Conditions: Contents,0.0,0.0
CTM48871,0.0,3.0,View changes,CTM48871 Funds (Property Aifs): Introduction,0.0,0.0
CTM48872,0.0,3.0,View changes,CTM48872 Funds (Property Aifs): Breach Of The Genuine Diversity Of Ownership Condition,0.0,0.0
CTM48873,0.0,3.0,View changes,CTM48873 Funds (Property Aifs): Breach Of The Corporate Ownership Condition,0.0,0.0
CTM48874,54.0,56.0,View changes,CTM48874 Funds (Property Aifs): Breach Of The Loan Creditor Condition,0.0,0.0
CTM48875,0.0,3.0,View changes,CTM48875 Funds (Property Aifs): Breach Of The Balance Of Business Condition,0.0,0.0
CTM48881,0.0,3.0,View changes,CTM48881 Issue Of Termination Notices,0.0,0.0
CTM48911,0.0,3.0,View changes,CTM48911 Introduction And Conditions Of Membership: Introduction,0.0,0.0
CTM48912,0.0,3.0,View changes,CTM48912 Introduction & Overview Of Conditions Of Membership,0.0,0.0
CTM48915,54.0,58.0,View changes,CTM48915 Introduction & The Loan Creditor Condition,0.0,0.0
CTM48921,0.0,3.0,View changes,CTM48921 Introduction,0.0,0.0
CTM48922,0.0,4.0,View changes,CTM48922 Key Points About The Application Process,0.0,0.0
CTM48923,0.0,3.0,View changes,CTM48923 Timing Of The Application Process,0.0,0.0
CTM48926,0.0,3.0,View changes,CTM48926 Effects Of Entry Into The TEF Regime,0.0,0.0
CTM48931,0.0,4.0,View changes,CTM48931 Tax Treatment & Introduction,0.0,0.0
CTM48932,0.0,3.0,View changes,CTM48932 Tax Treatment & Components Of Income Received By A TEF,0.0,0.0
CTM48933,0.0,3.0,View changes,CTM48933 Tax Treatment & Attribution Of Income And The Distributions Made By A TEF,0.0,0.0
CTM48934,0.0,3.0,View changes,CTM48934 Tax Treatment & Tax Treatment Of Components Of Income Received By A TEF,0.0,0.0
CTM48942,0.0,2.0,View changes,CTM48942 Accumulation Units,0.0,0.0
CTM48951,0.0,2.0,View changes,CTM48951 Introduction,0.0,0.0
CTM48953,0.0,2.0,View changes,CTM48953 Alternative Rules For Providing Tax Information To Participants,0.0,0.0
CTM48961,0.0,3.0,View changes,CTM48961 Introduction,0.0,0.0
CTM48962,0.0,3.0,View changes,CTM48962 Tax Elected Funds (Tefs): Breaches Of Conditions: General Provisions For Breaching A Condition,0.0,0.0
CTM48963,0.0,4.0,View changes,"CTM48963 Tax Elected Funds (Tefs): Breaches Of Conditions: Breach Of The Property Condition, The Genuine Diversity Of Ownership Condition & The Scheme Documentation Condition",0.0,0.0
CTM48964,0.0,3.0,View changes,CTM48964 Tax Elected Funds (Tefs): Breaches Of Conditions: Breach Of The Loan Creditor Condition,0.0,0.0
CTM48971,0.0,3.0,View changes,CTM48971 Tax Elected Funds (Tefs): Leaving The TEF Regime: Issue Of Termination Notices By The TEF Or HMRC,0.0,0.0
CTM49100,0.0,3.0,View changes,CTM49100 Background,0.0,0.0
CTM49370,0.0,3.0,View changes,CTM49370 Deduction Of Income Tax From Interest On Marketable Securities,0.0,0.0
CTM49405,0.0,3.0,View changes,CTM49405 Application Of CT: Scope,0.0,0.0
CTM49415,0.0,3.0,View changes,CTM49415 Application Of CT: How Profits Arise,0.0,0.0
CTM49420,54.0,57.0,View changes,CTM49420 Application Of CT: Loan Relationships,0.0,0.0
CTM49426,0.0,3.0,View changes,CTM49426 Application Of CT: Other Investments,0.0,0.0
CTM60055,0.0,3.0,View changes,CTM60055 General: Introduction,0.0,0.0
CTM60060,0.0,3.0,View changes,CTM60060 General: Broad Definition,0.0,0.0
CTM60070,0.0,4.0,View changes,CTM60070 General: Special Provisions,0.0,0.0
CTM60102,0.0,3.0,View changes,CTM60102 Tests: Introduction,0.0,0.0
CTM60105,0.0,3.0,View changes,CTM60105 Tests: Specific Exceptions,0.0,0.0
CTM60107,0.0,4.0,View changes,CTM60107 Tests: Participator,0.0,0.0
CTM60110,0.0,3.0,View changes,CTM60110 Tests: Participator - Extended Meaning Of,0.0,0.0
CTM60130,0.0,3.0,View changes,CTM60130 Tests: Loan Creditor,0.0,0.0
CTM60140,0.0,3.0,View changes,CTM60140 Tests: Rights And Powers Of Certain Other Persons,0.0,0.0
CTM60150,0.0,3.0,View changes,CTM60150 Tests: Associates,0.0,0.0
CTM60200,0.0,3.0,View changes,CTM60200 Tests: Control - Of A Company,0.0,0.0
CTM60210,0.0,3.0,View changes,CTM60210 Tests: Control - Definition,0.0,0.0
CTM60220,0.0,3.0,View changes,CTM60220 Tests: Control - Over The Company's Affairs,0.0,0.0
CTM60230,54.0,57.0,View changes,CTM60230 Tests: Control - Right To Receive Most Assets,0.0,0.0
CTM60240,0.0,3.0,View changes,CTM60240 Tests: Control - Summary,0.0,0.0
CTM60260,0.0,2.0,View changes,CTM60260 Tests: Control - Exceptions,0.0,0.0
CTM60290,0.0,3.0,View changes,CTM60290 Tests: Control - By Another Company,0.0,0.0
CTM60300,0.0,3.0,View changes,CTM60300 Tests: Open Company Loan Creditor,0.0,0.0
CTM60510,0.0,3.0,View changes,CTM60510 Introduction,0.0,0.0
CTM60600,54.0,57.0,View changes,CTM60600 Benefits To Directors And Employees,0.0,0.0
CTM60610,0.0,4.0,View changes,CTM60610 Groups,0.0,0.0
CTM60620,0.0,3.0,View changes,CTM60620 Companies Acting In Concert,0.0,0.0
CTM60705,0.0,3.0,View changes,CTM60705 Introduction,0.0,0.0
CTM60710,0.0,3.0,View changes,CTM60710 Definition,0.0,0.0
CTM61500,0.0,4.0,View changes,CTM61500 Loans To Participators And Arrangements Conferring Benefit On Participator: Contents,0.0,0.0
CTM61505,0.0,3.0,View changes,CTM61505 General,0.0,0.0
CTM61515,1.0,4.0,View changes,CTM61515 Meaning Of ‘Relevant Person’,1.0,1.0
CTM61525,3.0,6.0,View changes,CTM61525 Loans To Trusts,3.0,3.0
CTM61530,1.0,4.0,View changes,CTM61530 Loans To Participators: Business Of Lending Money,1.0,1.0
CTM61550,3.0,6.0,View changes,CTM61550 Loans To Participators: Indirect Loans,3.0,3.0
CTM61560,1.0,4.0,View changes,CTM61560 Loans To Participators: Company Insolvent And Loan Irrecoverable,1.0,1.0
CTM61565,1.0,5.0,View changes,CTM61565 Loans To Participators: Aggregating Accounts,1.0,1.0
CTM61570,1.0,4.0,View changes,CTM61570 Arrangements Conferring Benefit On Participators: TAAR: Arrangements To Which A Close Company Becomes Party On Or After 20 March 2013,1.0,1.0
CTM61575,4.0,7.0,View changes,CTM61575 Arrangements Conferring Benefit On Participators: TAAR: Tax Avoidance Arrangements,4.0,4.0
CTM61580,3.0,6.0,View changes,CTM61580 Arrangements Conferring Benefit On Participators: TAAR: Benefit Conferred,3.0,3.0
CTM61585,5.0,8.0,View changes,CTM61585 Arrangements Conferring Benefit On Participators: TAAR: Benefit Conferred: Partnerships,5.0,5.0
CTM61610,2.0,5.0,View changes,CTM61610 Loans To Participators And Arrangements Conferring Benefit On Participators: Repayment Of - Date Relief Is Due,2.0,2.0
CTM61615,2.0,5.0,View changes,CTM61615 Loans To Participators And Arrangements Conferring Benefit On Participators: Repayment Of - Bed And Breakfasting - General,2.0,2.0
CTM61620,2.0,5.0,View changes,CTM61620 B&B -Repayments Made Up To 19 March 2013,2.0,2.0
CTM61630,3.0,6.0,View changes,CTM61630 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B: 30 Day Rule,3.0,3.0
CTM61635,0.0,3.0,View changes,CTM61635 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B: Arrangements Rule:,0.0,0.0
CTM61640,5.0,8.0,View changes,CTM61640 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B Repeated Loans/Repayments,5.0,5.0
CTM61642,1.0,4.0,View changes,CTM61642 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B - Exclusions,1.0,1.0
CTM61660,15.0,148.0,View changes,CTM61660 Loans To Participators: Release Or Writing Off Of Loan Or Advance: Class 1 NIC,3.0,117.0
CTM61665,33.0,144.0,View changes,CTM61665 Loans To Participators: Death Of Recipient,1.0,63.0
CTM61670,0.0,3.0,View changes,CTM61670 Loans To Participators: Termination Of A Trust,0.0,0.0
CTM61700,1.0,4.0,View changes,CTM61700 Loans To Participators: By Controlled Companies,1.0,1.0
CTM80055,2.0,5.0,View changes,CTM80055 Avoidance Of The Distributions Legislation,2.0,2.0
CTM80060,3.0,6.0,View changes,CTM80060 Transfers Of Assets Or Liabilities,3.0,3.0
CTM80070,6.0,9.0,View changes,CTM80070 Election To Pay Dividends Without Accounting For ACT,6.0,6.0
CTM80075,3.0,7.0,View changes,CTM80075 Retrospective ICTA88/S247 (3) Notice,3.0,3.0
CTM80080,4.0,7.0,View changes,CTM80080 Election To Pay Charges Or Loan Relationship Interest Without Accounting For IT,4.0,4.0
CTM80085,9.0,12.0,View changes,CTM80085 Elections,9.0,9.0
CTM80090,2.0,5.0,View changes,CTM80090 Recovery Of ACT Or IT,2.0,2.0
CTM80105,0.0,3.0,View changes,CTM80105 Groups: Structural Outline,0.0,0.0
CTM80110,0.0,3.0,View changes,CTM80110 Groups: What Can Be Transferred Between Group Members?,0.0,0.0
CTM80125,0.0,3.0,View changes,CTM80125 Groups: Meaning Of Deficits On Non-Trading Loan Relationships,0.0,0.0
CTM80130,0.0,4.0,View changes,CTM80130 Groups: Meaning Of Qualifying Charitable Donations,0.0,0.0
CTM80135,0.0,3.0,View changes,CTM80135 Groups: Meaning Of UK Property Business Loss,0.0,0.0
CTM80140,0.0,3.0,View changes,CTM80140 Groups: Meaning Of Excess Management Expenses,0.0,0.0
CTM80141,0.0,3.0,View changes,CTM80141 Groups: Meaning Of Non-Trading Losses On Intangible Fixed Assets,0.0,0.0
CTM80145,353.0,356.0,View changes,CTM80145 Groups: Claims For Relief,9.0,1969.0
CTM80151,0.0,3.0,View changes,CTM80151 Groups: The Group Relationship,0.0,0.0
CTM80165,4.0,7.0,View changes,CTM80165 Groups: Overview Of The Arrangements Rules,1.0,4.0
CTM80181,4.0,6.0,View changes,CTM80181 Groups: Exclusion Of Certain Arrangements,1.0,4.0
CTM80195,3.0,6.0,View changes,CTM80195 Groups: Date Of Arrangements,3.0,3.0
CTM80205,5.0,14.0,View changes,CTM80205 Groups: HMRC’S Approach To “Arrangements” - SP3/93 And ESC C10,5.0,11.0
CTM80300,1265.0,1285.0,View changes,CTM80300 Groups: The International Aspect - Overview,4.0,411.0
CTM80330,10.0,16.0,View changes,CTM80330 Groups: UK Permanent Establishment Of Non-Resident Company - Tax Relief In A Foreign Jurisdiction - Credit And Exemption Countries,2.0,12.0
CTM80335,11.0,14.0,View changes,CTM80335 Groups: UK Permanent Establishment Of Non-Resident Company - Clawing Back Group Relief For Losses Relieved In Foreign Jurisdiction For An EEA Resident Company,1.0,11.0
CTM80502,2.0,6.0,View changes,CTM80502 Introduction,2.0,2.0
CTM80520,1.0,4.0,View changes,CTM80520 Claims: Consent To Be Given,1.0,1.0
CTM80535,2.0,5.0,View changes,CTM80535 90% Subsidiary,2.0,2.0
CTM80545,1.0,4.0,View changes,CTM80545 Amount Of Relief: Claimant Is Company Owned By A Consortium: Claims Based On Consortium Condition 1,1.0,1.0
CTM80555,2.0,6.0,View changes,CTM80555 Claim By Company In Same Group As Member Of The Consortium: Claims Based On Consortium Condition 2,2.0,2.0
CTM80560,2.0,5.0,View changes,CTM80560 Surrender By Company In Same Group As Member Of The Consortium: Consortium Condition 3,2.0,2.0
CTM80570,1.0,4.0,View changes,CTM80570 Items Eligible For Relief: Potential Restriction On Surrender Of Trading Losses,1.0,1.0
CTM80580,1.0,4.0,View changes,CTM80580 Group And Consortium Claims Both Possible: Surrendering Company Is Both Owned By A Consortium And A Member Of A Group,1.0,1.0
CTM80585,1.0,4.0,View changes,CTM80585 Group And Consortium Claims Both Possible: Claimant Company Is Both Owned By A Consortium And A Member Of A Group,1.0,1.0
CTM80590,1.0,4.0,View changes,CTM80590 Diagram Showing Meaning Of Various Terms,1.0,1.0
CTM80600,3.0,6.0,View changes,CTM80600 Arrangements To Transfer The Company Owned By A Consortium To Another Group Or Consortium,3.0,3.0
CTM80605,4.0,7.0,View changes,CTM80605 Arrangements: Disqualifying Relief,4.0,4.0
CTM80625,1.0,4.0,View changes,CTM80625 Direct Arrangements,1.0,1.0
CTM80635,2.0,6.0,View changes,CTM80635 Information About Arrangements,2.0,2.0
CTM80670,2.0,5.0,View changes,CTM80670 Example: Consortium Relief Generally,2.0,2.0
CTM80675,2.0,5.0,View changes,"CTM80675 Example: Surrender By Member Of The Consortium And By A Member Of Its Group, Overlapping Periods And Company Joining Link Company’S Group",2.0,2.0
CTM80680,2.0,5.0,View changes,CTM80680 Example: Claim By Company Owned By A Consortium From A Company In The Same Group As A Member Of The Consortium,2.0,2.0
CTM80685,1.0,4.0,View changes,CTM80685 Example: Restriction Where Group Claims Possible,1.0,1.0
CTM80690,8.0,12.0,View changes,CTM80690 Example: Restriction Where Group Claims Are Possible By Companies Which Are Not Owned By The Consortium,8.0,8.0
CTM80695,5.0,8.0,View changes,CTM80695 Example: Restriction Where Group Claims Are Possible,5.0,5.0
CTM80696,4.0,7.0,View changes,CTM80696 Example: Restriction Of Surrender Of Trade Losses Where Company Owned By Consortium Has Other Profits,4.0,4.0
CTM80915,1.0,4.0,View changes,CTM80915 Election - Under ICTA88/S247,1.0,1.0
CTM81030,1.0,4.0,View changes,CTM81030 Equity Holders - Banks,1.0,1.0
CTM81040,1.0,8.0,View changes,CTM81040 Equity Holders - Subsidiary Assets Available To,2.0,5.0
CTM81060,22.0,25.0,View changes,CTM81060 Limited Rights,8.0,2855.0
CTM81080,1330.0,1431.0,View changes,CTM81080 Varying And Limited Rights - Effect,5.0,666.0
CTM81105,2473.0,3674.0,View changes,"CTM81105 Option, Limited & Varying Rights",5.0,308.0
CTM81205,5.0,7.0,View changes,CTM81205 Introduction,5.0,5.0
CTM81210,3.0,7.0,View changes,CTM81210 Computation Of ACT Available,3.0,3.0
CTM81215,5.0,9.0,View changes,CTM81215 Effect Of Surrender,5.0,5.0
CTM81220,4.0,10.0,View changes,CTM81220 Order Of Set-Off,4.0,4.0
CTM81225,5.0,9.0,View changes,CTM81225 Change Of Ownership: ACT Previously Surrendered,5.0,5.0
CTM81230,5.0,9.0,View changes,CTM81230 Change Of Ownership: ACT Previously Held,5.0,5.0
CTM81235,4.0,9.0,View changes,CTM81235 Interest On Unpaid Tax Pre CT Pay And File (CTPF),4.0,4.0
CTM81245,3.0,7.0,View changes,CTM81245 Arrangements Regarding Control,3.0,3.0
CTM81250,2.0,8.0,View changes,CTM81250 Entitlement To Profits And Assets,2.0,2.0
CTM81255,6.0,11.0,View changes,CTM81255 Claims,6.0,6.0
CTM81260,3.0,7.0,View changes,CTM81260 Interaction Of ICTA88/S239 (1) & ICTA88/S240,3.0,3.0
CTM81275,3.0,7.0,View changes,CTM81275 Date Of Arrangements,3.0,3.0
CTM81280,2.0,6.0,View changes,CTM81280 Information About Arrangements,2.0,2.0
CTM81502,7.0,11.0,View changes,CTM81502 Groups: Group Relief: Surrendering Company Not UK Resident: Outline,7.0,7.0
CTM81505,1.0,6.0,View changes,CTM81505 Groups: Group Relief: Surrendering Company Not UK Resident: Companies Affected,1.0,1.0
CTM81510,2.0,7.0,View changes,CTM81510 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: Overview,2.0,2.0
CTM81515,3.0,8.0,View changes,CTM81515 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Equivalence Condition,3.0,3.0
CTM81520,2.0,7.0,View changes,CTM81520 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The EEA Tax Loss Condition,2.0,2.0
CTM81525,3.0,8.0,View changes,CTM81525 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Qualifying Loss Condition,3.0,3.0
CTM81530,1.0,6.0,View changes,CTM81530 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Qualifying Loss Condition: Current & Previous Periods,1.0,1.0
CTM81535,1.0,6.0,View changes,CTM81535 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Qualifying Loss Condition: Future Periods,1.0,1.0
CTM81540,2.0,7.0,View changes,CTM81540 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Qualifying Loss Condition: Not Otherwise Given,2.0,2.0
