ChapterNumber,CharCountDiff,LevDistance,Link,Title
CTM48615,0.0,2.0,View changes,CTM48615 Reputable Intermediary Condition
CTM48620,0.0,2.0,View changes,CTM48620 Reputable Intermediary Condition - Reasonable Belief
CTM48635,0.0,2.0,View changes,CTM48635 Residence Condition: Form R105(AIF)
CTM48645,54.0,56.0,View changes,CTM48645 Residence Condition - Joint Holdings
CTM48705,0.0,2.0,View changes,CTM48705 Introduction
CTM48715,0.0,2.0,View changes,CTM48715 Timing And Transitional Arrangements For The Genuine Diversity Of Ownership Condition
CTM48720,0.0,3.0,View changes,CTM48720 Consequences Of Breaching The Genuine Diversity Of Ownership Condition
CTM48725,54.0,58.0,View changes,CTM48725 The Genuine Diversity Of Ownership Condition And HMRC Enquiry Powers
CTM48730,0.0,3.0,View changes,CTM48730 Treatment Of Certain Investors In Periods Up To 31 December 2008
CTM48811,0.0,3.0,View changes,CTM48811 Introduction
CTM48812,0.0,3.0,View changes,CTM48812 Overview Of Conditions
CTM48813,0.0,3.0,View changes,CTM48813 The Property Investment Business Condition
CTM48816,0.0,3.0,View changes,CTM48816 The Genuine Diversity Of Ownership Condition
CTM48817,0.0,4.0,View changes,CTM48817 The Corporate Ownership Condition
CTM48818,0.0,3.0,View changes,CTM48818 The Loan Creditor Condition
CTM48821,0.0,4.0,View changes,CTM48821 Overview Of Process For Entry
CTM48822,0.0,3.0,View changes,CTM48822 Giving Notice To Enter
CTM48826,0.0,3.0,View changes,CTM48826 Effects Of Entry Into The Property AIF Regime
CTM48827,29.0,33.0,View changes,CTM48827 VAT Implications
CTM48839,0.0,4.0,View changes,CTM48839 Attribution Of Distributions
CTM48843,29.0,33.0,View changes,CTM48843 Company Tax Return
CTM48851,0.0,3.0,View changes,CTM48851 Introduction
CTM48855,54.0,58.0,View changes,CTM48855 Participants Within The Charge To Income Tax - PAIF Distributions (Interest)
CTM48861,0.0,3.0,View changes,CTM48861 Deducting And Accounting For Tax From Distributions: Contents
CTM48864,54.0,56.0,View changes,CTM48864 The Reasonable Belief Test With Respect To Gross Payments
CTM48870,54.0,57.0,View changes,CTM48870 Funds: Breaches Of Conditions: Contents
CTM48871,0.0,3.0,View changes,CTM48871 Funds (Property Aifs): Introduction
CTM48872,0.0,3.0,View changes,CTM48872 Funds (Property Aifs): Breach Of The Genuine Diversity Of Ownership Condition
CTM48873,0.0,3.0,View changes,CTM48873 Funds (Property Aifs): Breach Of The Corporate Ownership Condition
CTM48874,54.0,56.0,View changes,CTM48874 Funds (Property Aifs): Breach Of The Loan Creditor Condition
CTM48875,0.0,3.0,View changes,CTM48875 Funds (Property Aifs): Breach Of The Balance Of Business Condition
CTM48881,0.0,3.0,View changes,CTM48881 Issue Of Termination Notices
CTM48911,0.0,3.0,View changes,CTM48911 Introduction And Conditions Of Membership: Introduction
CTM48912,0.0,3.0,View changes,CTM48912 Introduction & Overview Of Conditions Of Membership
CTM48915,54.0,58.0,View changes,CTM48915 Introduction & The Loan Creditor Condition
CTM48921,0.0,3.0,View changes,CTM48921 Introduction
CTM48922,0.0,4.0,View changes,CTM48922 Key Points About The Application Process
CTM48923,0.0,3.0,View changes,CTM48923 Timing Of The Application Process
CTM48926,0.0,3.0,View changes,CTM48926 Effects Of Entry Into The TEF Regime
CTM48931,0.0,4.0,View changes,CTM48931 Tax Treatment & Introduction
CTM48932,0.0,3.0,View changes,CTM48932 Tax Treatment & Components Of Income Received By A TEF
CTM48933,0.0,3.0,View changes,CTM48933 Tax Treatment & Attribution Of Income And The Distributions Made By A TEF
CTM48934,0.0,3.0,View changes,CTM48934 Tax Treatment & Tax Treatment Of Components Of Income Received By A TEF
CTM48942,0.0,2.0,View changes,CTM48942 Accumulation Units
CTM48951,0.0,2.0,View changes,CTM48951 Introduction
CTM48953,0.0,2.0,View changes,CTM48953 Alternative Rules For Providing Tax Information To Participants
CTM48961,0.0,3.0,View changes,CTM48961 Introduction
CTM48962,0.0,3.0,View changes,CTM48962 Tax Elected Funds (Tefs): Breaches Of Conditions: General Provisions For Breaching A Condition
CTM48963,0.0,4.0,View changes,"CTM48963 Tax Elected Funds (Tefs): Breaches Of Conditions: Breach Of The Property Condition, The Genuine Diversity Of Ownership Condition & The Scheme Documentation Condition"
CTM48964,0.0,3.0,View changes,CTM48964 Tax Elected Funds (Tefs): Breaches Of Conditions: Breach Of The Loan Creditor Condition
CTM48971,0.0,3.0,View changes,CTM48971 Tax Elected Funds (Tefs): Leaving The TEF Regime: Issue Of Termination Notices By The TEF Or HMRC
CTM49100,0.0,3.0,View changes,CTM49100 Background
CTM49370,0.0,3.0,View changes,CTM49370 Deduction Of Income Tax From Interest On Marketable Securities
CTM49405,0.0,3.0,View changes,CTM49405 Application Of CT: Scope
CTM49415,0.0,3.0,View changes,CTM49415 Application Of CT: How Profits Arise
CTM49420,54.0,57.0,View changes,CTM49420 Application Of CT: Loan Relationships
CTM49426,0.0,3.0,View changes,CTM49426 Application Of CT: Other Investments
CTM60055,0.0,3.0,View changes,CTM60055 General: Introduction
CTM60060,0.0,3.0,View changes,CTM60060 General: Broad Definition
CTM60070,0.0,4.0,View changes,CTM60070 General: Special Provisions
CTM60102,0.0,3.0,View changes,CTM60102 Tests: Introduction
CTM60105,0.0,3.0,View changes,CTM60105 Tests: Specific Exceptions
CTM60107,0.0,4.0,View changes,CTM60107 Tests: Participator
CTM60110,0.0,3.0,View changes,CTM60110 Tests: Participator - Extended Meaning Of
CTM60130,0.0,3.0,View changes,CTM60130 Tests: Loan Creditor
CTM60140,0.0,3.0,View changes,CTM60140 Tests: Rights And Powers Of Certain Other Persons
CTM60150,0.0,3.0,View changes,CTM60150 Tests: Associates
CTM60200,0.0,3.0,View changes,CTM60200 Tests: Control - Of A Company
CTM60210,0.0,3.0,View changes,CTM60210 Tests: Control - Definition
CTM60220,0.0,3.0,View changes,CTM60220 Tests: Control - Over The Company's Affairs
CTM60230,54.0,57.0,View changes,CTM60230 Tests: Control - Right To Receive Most Assets
CTM60240,0.0,3.0,View changes,CTM60240 Tests: Control - Summary
CTM60260,0.0,2.0,View changes,CTM60260 Tests: Control - Exceptions
CTM60290,0.0,3.0,View changes,CTM60290 Tests: Control - By Another Company
CTM60300,0.0,3.0,View changes,CTM60300 Tests: Open Company Loan Creditor
CTM60510,0.0,3.0,View changes,CTM60510 Introduction
CTM60600,54.0,57.0,View changes,CTM60600 Benefits To Directors And Employees
CTM60610,0.0,4.0,View changes,CTM60610 Groups
CTM60620,0.0,3.0,View changes,CTM60620 Companies Acting In Concert
CTM60705,0.0,3.0,View changes,CTM60705 Introduction
CTM60710,0.0,3.0,View changes,CTM60710 Definition
CTM61500,0.0,4.0,View changes,CTM61500 Loans To Participators And Arrangements Conferring Benefit On Participator: Contents
CTM61505,0.0,3.0,View changes,CTM61505 General
CTM61515,1.0,4.0,View changes,CTM61515 Meaning Of ‘Relevant Person’
CTM61525,3.0,6.0,View changes,CTM61525 Loans To Trusts
CTM61530,1.0,4.0,View changes,CTM61530 Loans To Participators: Business Of Lending Money
CTM61550,3.0,6.0,View changes,CTM61550 Loans To Participators: Indirect Loans
CTM61560,1.0,4.0,View changes,CTM61560 Loans To Participators: Company Insolvent And Loan Irrecoverable
CTM61565,1.0,5.0,View changes,CTM61565 Loans To Participators: Aggregating Accounts
CTM61570,1.0,4.0,View changes,CTM61570 Arrangements Conferring Benefit On Participators: TAAR: Arrangements To Which A Close Company Becomes Party On Or After 20 March 2013
CTM61575,4.0,7.0,View changes,CTM61575 Arrangements Conferring Benefit On Participators: TAAR: Tax Avoidance Arrangements
CTM61580,3.0,6.0,View changes,CTM61580 Arrangements Conferring Benefit On Participators: TAAR: Benefit Conferred
CTM61585,5.0,8.0,View changes,CTM61585 Arrangements Conferring Benefit On Participators: TAAR: Benefit Conferred: Partnerships
CTM61610,2.0,5.0,View changes,CTM61610 Loans To Participators And Arrangements Conferring Benefit On Participators: Repayment Of - Date Relief Is Due
CTM61615,2.0,5.0,View changes,CTM61615 Loans To Participators And Arrangements Conferring Benefit On Participators: Repayment Of - Bed And Breakfasting - General
CTM61620,2.0,5.0,View changes,CTM61620 B&B -Repayments Made Up To 19 March 2013
CTM61630,3.0,6.0,View changes,CTM61630 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B: 30 Day Rule
CTM61635,0.0,3.0,View changes,CTM61635 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B: Arrangements Rule:
CTM61640,5.0,8.0,View changes,CTM61640 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B Repeated Loans/Repayments
CTM61642,1.0,4.0,View changes,CTM61642 Loans To Participators And Arrangements Conferring Benefit On Participators: B&B - Exclusions
CTM61660,15.0,148.0,View changes,CTM61660 Loans To Participators: Release Or Writing Off Of Loan Or Advance: Class 1 NIC
CTM61665,33.0,144.0,View changes,CTM61665 Loans To Participators: Death Of Recipient
CTM61670,0.0,3.0,View changes,CTM61670 Loans To Participators: Termination Of A Trust
CTM61700,1.0,4.0,View changes,CTM61700 Loans To Participators: By Controlled Companies
CTM80055,2.0,5.0,View changes,CTM80055 Avoidance Of The Distributions Legislation
CTM80060,3.0,6.0,View changes,CTM80060 Transfers Of Assets Or Liabilities
CTM80070,6.0,9.0,View changes,CTM80070 Election To Pay Dividends Without Accounting For ACT
CTM80075,3.0,7.0,View changes,CTM80075 Retrospective ICTA88/S247 (3) Notice
CTM80080,4.0,7.0,View changes,CTM80080 Election To Pay Charges Or Loan Relationship Interest Without Accounting For IT
CTM80085,9.0,12.0,View changes,CTM80085 Elections
CTM80090,2.0,5.0,View changes,CTM80090 Recovery Of ACT Or IT
CTM80105,0.0,3.0,View changes,CTM80105 Groups: Structural Outline
CTM80110,0.0,3.0,View changes,CTM80110 Groups: What Can Be Transferred Between Group Members?
CTM80125,0.0,3.0,View changes,CTM80125 Groups: Meaning Of Deficits On Non-Trading Loan Relationships
CTM80130,0.0,4.0,View changes,CTM80130 Groups: Meaning Of Qualifying Charitable Donations
CTM80135,0.0,3.0,View changes,CTM80135 Groups: Meaning Of UK Property Business Loss
CTM80140,0.0,3.0,View changes,CTM80140 Groups: Meaning Of Excess Management Expenses
CTM80141,0.0,3.0,View changes,CTM80141 Groups: Meaning Of Non-Trading Losses On Intangible Fixed Assets
CTM80145,353.0,356.0,View changes,CTM80145 Groups: Claims For Relief
CTM80151,0.0,3.0,View changes,CTM80151 Groups: The Group Relationship
CTM80165,4.0,7.0,View changes,CTM80165 Groups: Overview Of The Arrangements Rules
CTM80181,4.0,6.0,View changes,CTM80181 Groups: Exclusion Of Certain Arrangements
CTM80195,3.0,6.0,View changes,CTM80195 Groups: Date Of Arrangements
CTM80205,5.0,14.0,View changes,CTM80205 Groups: HMRC’S Approach To “Arrangements” - SP3/93 And ESC C10
CTM80300,1265.0,1285.0,View changes,CTM80300 Groups: The International Aspect - Overview
CTM80330,10.0,16.0,View changes,CTM80330 Groups: UK Permanent Establishment Of Non-Resident Company - Tax Relief In A Foreign Jurisdiction - Credit And Exemption Countries
CTM80335,11.0,14.0,View changes,CTM80335 Groups: UK Permanent Establishment Of Non-Resident Company - Clawing Back Group Relief For Losses Relieved In Foreign Jurisdiction For An EEA Resident Company
CTM80502,2.0,6.0,View changes,CTM80502 Introduction
CTM80520,1.0,4.0,View changes,CTM80520 Claims: Consent To Be Given
CTM80535,2.0,5.0,View changes,CTM80535 90% Subsidiary
CTM80545,1.0,4.0,View changes,CTM80545 Amount Of Relief: Claimant Is Company Owned By A Consortium: Claims Based On Consortium Condition 1
CTM80555,2.0,6.0,View changes,CTM80555 Claim By Company In Same Group As Member Of The Consortium: Claims Based On Consortium Condition 2
CTM80560,2.0,5.0,View changes,CTM80560 Surrender By Company In Same Group As Member Of The Consortium: Consortium Condition 3
CTM80570,1.0,4.0,View changes,CTM80570 Items Eligible For Relief: Potential Restriction On Surrender Of Trading Losses
CTM80580,1.0,4.0,View changes,CTM80580 Group And Consortium Claims Both Possible: Surrendering Company Is Both Owned By A Consortium And A Member Of A Group
CTM80585,1.0,4.0,View changes,CTM80585 Group And Consortium Claims Both Possible: Claimant Company Is Both Owned By A Consortium And A Member Of A Group
CTM80590,1.0,4.0,View changes,CTM80590 Diagram Showing Meaning Of Various Terms
CTM80600,3.0,6.0,View changes,CTM80600 Arrangements To Transfer The Company Owned By A Consortium To Another Group Or Consortium
CTM80605,4.0,7.0,View changes,CTM80605 Arrangements: Disqualifying Relief
CTM80625,1.0,4.0,View changes,CTM80625 Direct Arrangements
CTM80635,2.0,6.0,View changes,CTM80635 Information About Arrangements
CTM80670,2.0,5.0,View changes,CTM80670 Example: Consortium Relief Generally
CTM80675,2.0,5.0,View changes,"CTM80675 Example: Surrender By Member Of The Consortium And By A Member Of Its Group, Overlapping Periods And Company Joining Link Company’S Group"
CTM80680,2.0,5.0,View changes,CTM80680 Example: Claim By Company Owned By A Consortium From A Company In The Same Group As A Member Of The Consortium
CTM80685,1.0,4.0,View changes,CTM80685 Example: Restriction Where Group Claims Possible
CTM80690,8.0,12.0,View changes,CTM80690 Example: Restriction Where Group Claims Are Possible By Companies Which Are Not Owned By The Consortium
CTM80695,5.0,8.0,View changes,CTM80695 Example: Restriction Where Group Claims Are Possible
CTM80696,4.0,7.0,View changes,CTM80696 Example: Restriction Of Surrender Of Trade Losses Where Company Owned By Consortium Has Other Profits
CTM80915,1.0,4.0,View changes,CTM80915 Election - Under ICTA88/S247
CTM81030,1.0,4.0,View changes,CTM81030 Equity Holders - Banks
CTM81040,1.0,8.0,View changes,CTM81040 Equity Holders - Subsidiary Assets Available To
CTM81060,22.0,25.0,View changes,CTM81060 Limited Rights
CTM81080,1330.0,1431.0,View changes,CTM81080 Varying And Limited Rights - Effect
CTM81105,2473.0,3674.0,View changes,"CTM81105 Option, Limited & Varying Rights"
CTM81205,5.0,7.0,View changes,CTM81205 Introduction
CTM81210,3.0,7.0,View changes,CTM81210 Computation Of ACT Available
CTM81215,5.0,9.0,View changes,CTM81215 Effect Of Surrender
CTM81220,4.0,10.0,View changes,CTM81220 Order Of Set-Off
CTM81225,5.0,9.0,View changes,CTM81225 Change Of Ownership: ACT Previously Surrendered
CTM81230,5.0,9.0,View changes,CTM81230 Change Of Ownership: ACT Previously Held
CTM81235,4.0,9.0,View changes,CTM81235 Interest On Unpaid Tax Pre CT Pay And File (CTPF)
CTM81245,3.0,7.0,View changes,CTM81245 Arrangements Regarding Control
CTM81250,2.0,8.0,View changes,CTM81250 Entitlement To Profits And Assets
CTM81255,6.0,11.0,View changes,CTM81255 Claims
CTM81260,3.0,7.0,View changes,CTM81260 Interaction Of ICTA88/S239 (1) & ICTA88/S240
CTM81275,3.0,7.0,View changes,CTM81275 Date Of Arrangements
CTM81280,2.0,6.0,View changes,CTM81280 Information About Arrangements
CTM81502,7.0,11.0,View changes,CTM81502 Groups: Group Relief: Surrendering Company Not UK Resident: Outline
CTM81505,1.0,6.0,View changes,CTM81505 Groups: Group Relief: Surrendering Company Not UK Resident: Companies Affected
CTM81510,2.0,7.0,View changes,CTM81510 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: Overview
CTM81515,3.0,8.0,View changes,CTM81515 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Equivalence Condition
CTM81520,2.0,7.0,View changes,CTM81520 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The EEA Tax Loss Condition
CTM81525,3.0,8.0,View changes,CTM81525 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Qualifying Loss Condition
CTM81530,1.0,6.0,View changes,CTM81530 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Qualifying Loss Condition: Current & Previous Periods
CTM81535,1.0,6.0,View changes,CTM81535 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Qualifying Loss Condition: Future Periods
CTM81540,2.0,7.0,View changes,CTM81540 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Qualifying Loss Condition: Not Otherwise Given
CTM81545,6.0,11.0,View changes,CTM81545 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Precedence Condition
CTM81550,1.0,6.0,View changes,CTM81550 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: The Unallowable Loss Rule
CTM81555,1.0,7.0,View changes,CTM81555 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: Unallowable Losses And Arrangements
CTM81560,3.0,7.0,View changes,CTM81560 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: UK Recomputation
CTM81565,4.0,8.0,View changes,CTM81565 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: UK Recomputation: Residence
CTM81570,5.0,9.0,View changes,CTM81570 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: UK Recomputation: Accounting Periods
CTM81575,3.0,9.0,View changes,CTM81575 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: UK Recomputation: Capital Allowances
CTM81580,3.0,7.0,View changes,CTM81580 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: UK Recomputation: Intangible Assets
CTM81585,2.0,6.0,View changes,CTM81585 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: UK Recomputation: Loan Relationships & Derivative Contracts
CTM81590,6.0,11.0,View changes,CTM81590 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: Comparison Of UK And Overseas Loss
CTM81595,3.0,7.0,View changes,CTM81595 Groups: Group Relief: Surrendering Company Not UK Resident: Amount Of The Loss: UK Recomputation: Life Assurance Companies
CTM81600,8.0,12.0,View changes,CTM81600 Groups: Group Relief: Surrendering Company Not UK Resident: Claims In Respect Of Overseas Losses Of Non Resident Companies: Overview
